,drug_name,date,age,gender,time_on_drug,reviewer_type,condition,rating_overall,rating_effectiveness,rating_ease_of_use,rating_satisfaction,text
26,Tekral Oral,12/15/2009,25-34,Male,less than 1 month,Patient,Seasonal Runny Nose,4.3,4,5,4,This medicine is great. Really clears out the nasal passages and I even found some relief for bronchicial symptoms as well.
27,Tekral Oral,12/9/2009,35-44,Male,less than 1 month,Patient,Non,4.3,5,5,3,"Very effective in relieving my conjestion and alergy symptoms.  Unfortunately, I experienced most of the listed side effects.  most notably, numbness in my hands, diziness, anxiety, rapid heartbeat, loss of apetite, loss of sex drive, and blured vision in one eye.  I rarely experience side affects from medication.  The effects of caffeine and alcohol were greatly magnifide."
28,Tekral Oral,12/3/2009,45-54,Male,less than 1 month,Patient,Cold Symptoms,5.0,5,5,5,The Tekral worked great on my allergies. I live in San Antonio and every year around this time I suffer from horrible allergies.  My doctor prescribed this for me and it worked better than any thing else I have tried.  I did't eperience any drowsiness either and was able to work all day without any problems.  The drug's info said it was a  12 hour medicine but it lasted for longer than that!
29,Bepotastine Besilate Ophthalmic (eye),5/1/2010,45-54,Female,less than 1 month,Caregiver,Allergic Conjunctivitis,5.0,5,5,5,This has worked very effectively to provide relief to my 8 year old son who has severe seasonal allergies.
30,Pain And Sleep Oral,2/3/2013,45-54,Male,less than 1 month,Caregiver,Pain,4.0,4,3,5,limb pain 
31,Pain And Sleep Oral,1/29/2011,55-64,Male,5 to less than 10 years,Patient,Pain,4.0,4,4,4,joint pain
32,Bepreve Ophthalmic (eye),5/7/2019,25-34,Male,less than 1 month,Patient,Allergic Conjunctivitis,4.3,5,5,3,"Works great, left a terrible taste at the back of my mouth. Like i just sucked on a copper pipe or something. Thanks but no thanks."
33,Bepreve Ophthalmic (eye),9/5/2015,55-64,Female,1 to 6 months,Patient,Allergic Conjunctivitis,5.0,5,5,5,"My eyes were a mess, I thought I had an eye infection. My eye doctor prescribed Bepreve, they immediately started to clear up within a week they were cleared. I have no side effects,"
34,Bepreve Ophthalmic (eye),8/26/2015,55-64,Male,less than 1 month,Patient,Allergic Conjunctivitis,2.0,1,4,1,"my doctor gave me this eye drops ,the first drop was all.thanks to god i take my blood pressure every day.  my blood pressure  from 145-80 normally went to 180-110 and my heartbeat to 100 .if i would not taking my blood pressure and continues using it ,it would have caused a heart attack or worse."
35,Bepreve Ophthalmic (eye),4/20/2015,65-74,Male,,Patient,Other,1.7,1,3,1,"These eye drops were given to me for eye itching due to allergies by my opthamologist. They do not work any better than the OTC inexpensive allergy opthalmic drops ( EG: Alaway, etc ) readily available at most retail pharmacies. The cost of Bepreve eye drops is way out of touch with reality. They gave me a headache and a throbbing sensation behind both eyes. I personally donot recommend them. I will never be duped into using them again. Shame on my doctor for prescribing these worthless opthalmic eye drops. Read More Read Less  "
36,Bepreve Ophthalmic (eye),10/18/2014,45-54,Female,less than 1 month,Patient,Other,1.0,1,1,1,"Within 3 days of using this product I had a severe allergic reaction in my eyes and around both eyes.  The upper and lower lids became swollen, red then cracking, burning and itching occurred. The skin around my eyes became extremely dry with no moisture."
37,Bepreve Ophthalmic (eye),7/19/2014,,Female,less than 1 month,Patient,Allergic Conjunctivitis,2.3,1,5,1,I GOT A HEADACHE/TASTE BUDS OFF/SORE THROAT/CRONIC COUGH/ITCHING/FACE SWEELED/BLOOD PRESSURE WENT UP/
38,Bepreve Ophthalmic (eye),12/17/2012,25-34,Female,,Patient,Allergic Conjunctivitis,5.0,5,5,5,"I jokingly call these unicorn tears because they are SO EXPENSIVE but they work like MAGIC (like the poster said in an earlier review)  just that my insurance doesn't like me to use them.  I have some of the worst allergic eyes my doctor has ever seen, Bepreve works instantly and I don't itch them and I don't even need to take benadryl and zyrtec to relieve them as frequently!"
39,Bepreve Ophthalmic (eye),10/24/2012,25-34,Female,less than 1 month,Patient,Allergic Conjunctivitis,4.3,5,3,5,"My allergy doc told me these were good, but he should have told me they were MAGIC. I have had terrible eye allergies the past 6 weeks with intense itching and burning pain. I used two other drops that did nothing. I have used this for 3 days and it's like I have a new set of eyeballs. No more itching, burning, or pain. I'm a fan. Even though the drops are outrageously priced. ASK your doctor for samples and a coupon. I got both, which really helped financially."
40,Bepreve Ophthalmic (eye),6/13/2012,19-24,Female,less than 1 month,Patient,Other,4.7,5,4,5,"I thought, wow I have allergies? Well after being prescribed  this medicine I knew it was right for me. I'm glad I went ahead and suffered the cost of a mere three hundred bucks. Ultimately, I'm glad I used this product."
41,Bepreve Ophthalmic (eye),12/13/2011,55-64,Female,less than 1 month,Patient,Allergic Conjunctivitis,2.3,1,5,1,"I used these drops one time only. Because within 10 minutes of using them, one of my pupils became greatly enlarged, my blood pressure increased to a dangerous level and my heart rate was exceedingly high. I ended up in the ER as there was a concern of it being a stroke. The doctor determined it was an allergic reaction to the eye drops. Just be aware of a possible allergic reaction, as the manufacturer refused to acknowledge this possible reaction after I contacted them. So it is not listed as a contraindication or possible side effect in the information they provide.Read More Read Less  "
42,Bepreve Ophthalmic (eye),7/15/2011,55-64,Female,,Patient,Allergic Conjunctivitis,5.0,5,5,5,FABULOUS!  By 8 PM it was like looking through vaseline.  No more.  Tremendous relief!  Too bad this stuff is sooooo expensive.
43,Bepreve Ophthalmic (eye),7/5/2011,25-34,Female,less than 1 month,Patient,Other,3.7,5,5,1,"Worked great on my allergies, but gave me a sore under my prosthetic eye."
44,Bepreve Ophthalmic (eye),6/7/2011,45-54,Female,less than 1 month,Patient,Other,2.0,1,4,1,Given sample to try.  Eyes still itching and irritated and feel worse like I have sand grit in my eyes.  Stopped med and went back to other eye drops I had been using.
45,Bepreve Ophthalmic (eye),4/28/2011,45-54,Female,less than 1 month,Caregiver,Allergic Conjunctivitis,1.7,1,3,1,"Been using it on my 8 year old son this week and it's useless.  His eyes are still red as anything and he's complaining they are burning and running. Called the allergist to see if we can try something else. Poor kid, I wish it would have worked for him, he's miserable!"
46,Bepreve Ophthalmic (eye),3/21/2011,35-44,Male,less than 1 month,Patient,Allergic Conjunctivitis,5.0,5,5,5,This drop is the only thing that has worked for my crazy itchy eyes this weekend ! Get the big bottle as my insurance company was charging me the same for a bottle half the size. Hope this stuff works just as good as the allergy season rolls in !
47,Bepreve Ophthalmic (eye),12/31/2010,35-44,Male,less than 1 month,Patient,Allergic Conjunctivitis,2.3,3,3,1,"It helped with my itching but I eventually stopped taking it because it I would actually taste the eye drops after a few minutes of putting them in my eyes.  The taste, which was kind of like a metallic taste, was just too much annoying. "
48,Bepreve Ophthalmic (eye),5/29/2010,65-74,Male,less than 1 month,Patient,Other,1.0,1,1,1,it does not work at all it only gives me dizzyness
49,Bepreve Ophthalmic (eye),5/24/2010,45-54,Female,1 to 6 months,Patient,Other,3.3,3,4,3,easy to use but tastes nasty
50,Bepreve Ophthalmic (eye),3/20/2010,65-74,Female,1 to 6 months,Patient,Allergic Conjunctivitis,3.7,4,3,4,"This medication has helped my eye condition, the only negative is the cost."
51,Zyrtec Itchy Eye Drops (ketotifen),7/13/2021,65-74,Female,less than 1 month,Patient,Other,3.3,4,4,2,MY LIPS AND TONGUE ARE NUMB AFTER USING EYE DROPS THAT CONTAINS KETOTIFEN. HAS ZERTEK EYE DROPS BEEN TAKER OFF OF THE MARKET?
52,Zyrtec Itchy Eye Drops (ketotifen),8/25/2013,55-64,Female,6 months to less than 1 year,Patient,Other,5.0,5,5,5,This product worked wonderfully for me but I can't find it anywhere.  If I didn't still have the bottle that I first bought I wouldn't believe it existed.
53,Zyrtec Itchy Eye Drops (ketotifen),5/11/2011,35-44,Male,less than 1 month,Patient,Allergic Conjunctivitis,3.0,3,3,3,Good for itchy eyes from seasonal allergies. Works quickly. 
54,V-Hist Oral,3/18/2011,19-24,Female,less than 1 month,Patient,Cold Symptoms,2.3,1,5,1,Doctor prescribed this to me to help with coughing due to allergies and sinues. Absolutely did nothing for me. I would not doubt if this was just sugary bubble gum flavored water! 
55,Ala-Hist PE Oral,3/8/2017,25-34,Female,less than 1 month,Patient,Cold Symptoms,3.7,3,5,3,ONLY TOOK HALF OF MEDICATION FIRST. HAVE NOT TAKEN A WHOLE DOSAGE. 
56,Ala-Hist PE Oral,6/7/2016,65-74,Female,less than 1 month,Patient,Inflammation of the Nose due to an Allergy,5.0,5,5,5,
57,Ala-Hist PE Oral,6/19/2012,25-34,Female,less than 1 month,Patient,Other,4.7,4,5,5,"I have been battling severe sinus pressure above my eyebrows on both sides, causing migraines. Drainage upsetting my stomach, and non-stop pain. No relief, no matter what medicine I was prescribed. After a year, non-stop, of this pain, I tried this medicine and it worked. I am so thankful!"
58,Ala-Hist PE Oral,6/8/2011,45-54,Female,less than 1 month,Patient,Inflammation of the Nose due to an Allergy,4.3,4,4,5,eases headache and face pain
59,All Day Allergy Relief (cetirizine) Oral,3/5/2016,25-34,Female,10 years or more,Patient,Non,5.0,5,5,5,"This is the only allergy medication that fully controls my dust allergies. It doesn't make me drowsy, which is a bonus. I always make sure to have some on hand. I take it when needed, whether that's because my allergies are acting up or even when I need to clean the house and might get in some dust. I think different allergy medications work better for different people, but this is the one for me. Allegra and Claritin do nothing at all for me."
60,All Day Allergy Relief (cetirizine) Oral,5/13/2012,,,,,Seasonal Runny Nose,2.0,1,4,1,
61,Norel AD Oral,1/7/2019,45-54,Female,less than 1 month,Patient,Flu,5.0,5,5,5,"REVIEW = Seems to work GREAT!! It did knock me out asleep too much, but at the time, I needed it, so it was ok.  • SYMPTOMS=Stuffy Head, Stuffy Nose, Exhaustion, Yellow Phelm  • TREATMENT ADVISED=Norel AD 1every 6-8hrs, if it kept knocking me out asleep, then could cut back on dose.  • LENGTH TOOK=3-4 Days, then felt totally fine  • BACKGROUND:  Had been feeling sick, then felt better for a day, and then sick again like I was on the precipice of a full blown cold..Having auto-immune issues+it being right before Christmas when all Dr offices would be closed, I contacted my Allergy/Immunology Dr, and she squeezed me into her appts. Read More Read Less  "
62,Norel AD Oral,11/17/2018,35-44,,1 to less than 2 years,Patient,Flu,5.0,5,5,5,This is the only medication I can take that will clear up my symptoms quickly and get rid of feeling like I've been hit by a bus.
63,Norel AD Oral,4/21/2016,55-64,,less than 1 month,Patient,Flu,5.0,5,5,5,"Two days ago I had one of the worst headaches and sore throats I've ever had. Every joint in my body hurt and my sinuses were draining so bad I was waking up at night gagging. After two days on Norel AD my throat is still a little sore,but all other symptions are gone."
64,Norel AD Oral,4/7/2014,55-64,Female,,Patient,Inflammation of the Nose due to an Allergy,4.3,4,5,4,
65,Norel AD Oral,1/22/2014,,Female,less than 1 month,Patient,Other,2.3,1,5,1,It makes me nervous so I can't even sleep at night. Also I have high blood pressure so I will ask my doctor why he prescribed it for me. Overall it has not helped me in the least except to keep me awake.
66,Norel AD Oral,1/16/2014,35-44,Male,1 to 6 months,Patient,Flu,5.0,5,5,5,
67,Norel AD Oral,12/2/2013,65-74,Female,less than 1 month,Patient,Flu,5.0,5,5,5,
68,Norel AD Oral,10/30/2013,45-54,Female,1 to 6 months,Caregiver,Inflammation of the Nose due to an Allergy,4.0,3,5,4,
69,Norel AD Oral,10/2/2013,45-54,Female,less than 1 month,Caregiver,Inflammation of the Nose due to an Allergy,4.0,3,5,4,
70,Norel AD Oral,1/14/2013,45-54,Female,less than 1 month,Patient,Flu,5.0,5,5,5,
71,Norel AD Oral,10/4/2012,35-44,Female,less than 1 month,Patient,Sinus Headache,5.0,5,5,5,
72,Norel AD Oral,9/24/2012,35-44,Male,less than 1 month,Patient,Sinus Headache,5.0,5,5,5,
73,Norel AD Oral,7/25/2012,35-44,Male,1 to 6 months,Patient,Sinus Headache,5.0,5,5,5,
74,Azelastine-fluticasone Nasal,4/30/2022,,Male,2 to less than 5 years,Patient,Inflammation of the Nose due to an Allergy,4.3,4,5,4,This has worked for me for years along with Zyrtec. I haven’t found another combination that has been this effective. 
75,Azelastine-fluticasone Nasal,6/4/2021,35-44,Male,1 to 6 months,Patient,Inflammation of the Nose due to an Allergy,2.7,2,4,2,The sprayer is easy to hold and use. I get a tingling sensation in my nose when I spray it in. After that my nose stays stuffy and sometimes even gets more stuffy. Nasal passages also get really dry after using. 
76,Azelastine-fluticasone Nasal,1/14/2015,,,,,Vasomotor Rhinitis,3.3,3,4,3,
77,Azelastine-fluticasone Nasal,8/3/2014,,Male,1 to less than 2 years,Patient,Vasomotor Rhinitis,2.7,2,5,1,It works for about six hours.
78,Brohist D Oral,11/19/2012,,,,,Other,2.0,1,2,3,Test RxList to Core
79,Allergy Relief Multi-Symptom Oral,9/15/2013,55-64,Male,1 to 6 months,Patient,Inflammation of the Nose due to an Allergy,2.7,3,4,1,Not sudaphedrine not effective the chlorophniramine mixed withe phenylephrine HCL is not as effective as sudafed was.
80,Alka-Seltzer Plus Allergy Oral,3/5/2016,65-74,,1 to 6 months,Patient,Inflammation of the Nose due to an Allergy,4.0,4,4,4,"works quickly, does not last long enough"
81,Alka-Seltzer Plus Allergy Oral,10/7/2014,35-44,Female,less than 1 month,Patient,Allergic Conjunctivitis,4.0,4,4,4,It does make me sleepy so I take it at night
82,Aller-Flo Nasal,10/4/2022,,Male,1 to less than 2 years,Caregiver,Inflammation of the Nose due to an Allergy,5.0,5,5,5,My husband and I have very bad sinus problems so does my son and daughter  On day my son bought Aller-Flo since he bought a pack he gave one to my husband My husband has had periods of dizziness and brain fog besides not being able to breath  When he uses Aller-Flo it helps the dizziness brain fog and the nose opens right up  He feels this spray is really helping him  
83,Aller-Flo Nasal,2/8/2022,,Male,6 months to less than 1 year,Patient,Inflammation of the Nose due to an Allergy,5.0,5,5,5,"During fifty years I have suffer of an allergy that blocked my left nose-thrill, gave me a pain in my left sinus and affected my speech, since I hear  my voice inside my left ear so, speaking in a loud voice, was very painful.
I spent thousands of dollars in visits to several of the best doctors, laboratory and  hearing tests, even a very famous doctor recommended me to insensibilize my left ear to finish this problem, that of course I did not accept.
I had  my nose septum straighter because one doctor said that was my problem. It did not helped, others gave me almost all the nose sprays available, did not work, other changed my food intake, did not work, and so on and so forth.
Finally I realized there was no cure for me and decided I had to live with this problem for the rest of my life.
Six months ago, accompanying my wife to a shopping mall I discovered Flo-nose, by curiosity and because of the good price and that it is sold over the counter I decided to give it a tray.
My great surprise was that at the first two shots my blocked nose-thrill and ear pain,  as I talked, improved so I decided to take a daily use for a long period of time and has really helped me, I can breath perfectly now and the ear problem has improved, although not at all, but I am confident that if I continue with its use I finally will be cured. 
Thank you Aller-flo and the scientists that developed this wonderful medicine.

JoseRead More Read Less  "
84,ClariSpray Nasal,10/1/2017,45-54,Female,less than 1 month,Patient,Other,2.3,1,5,1,"I had nausea, vomiting, nose bleeding, and severe headaches. "
85,"Actifed Sinus Daytime, Night Oral",4/10/2011,65-74,Female,less than 1 month,,Runny Nose,4.0,4,4,4,Stops runny nose and conjection.
86,Actihist Oral,2/2/2010,25-34,Female,less than 1 month,Caregiver,Runny Nose,4.3,5,5,3,"i have given this medication to my children  who are 2,3 and 6 years old.It is quiet good.They recover from running nose very fast."
87,Phena-S Oral,12/9/2008,7-12,Female,less than 1 month,Patient,Cold Symptoms,4.7,5,4,5,
88,Benadryl Allergy/Cold Oral,7/29/2008,19-24,Female,less than 1 month,Patient,Sinus Headache,4.3,4,5,4,It made me very hyper for about an hour and then I fell asleep and slept very soundly. I'm not sure if there is anything else that I can take that the side effects aren't so dramatic.
89,Benadryl Allergy/Cold Oral,5/22/2008,25-34,Female,less than 1 month,Patient,Inflammation of the Nose due to an Allergy,4.7,4,5,5,"My whole family is suffering severely, from this last heat wave, then MAJOR cooldown. Sinus headache, sore throats, stuffy/runny noses, plugged ears...etc. I can breathe through my nose after about 20 minutes!! YAY!! "
90,Benadryl Allergy/Cold Oral,11/5/2007,,,,,Flu,2.3,3,3,1,"This medicine made me so sick! I passed out within 20 minutes and woke up 2 hours later, extremely dizzy, nauseous, and completely ""out of it."" It was awful. It relieved my symptoms, but I felt horrible all over."
91,Semprex-D Oral,2/1/2017,45-54,Female,10 years or more,Patient,Allergic Conjunctivitis,5.0,5,5,5,This is the only allergy medication that works for me but it costs so much and my insurance will no longer cover it. 
92,Semprex-D Oral,7/23/2012,55-64,Female,10 years or more,Patient,Stuffy Nose,5.0,5,5,5,"I've taken Semprex D over 20 years for my allergies.  It works great!  I normally take 1 capsule in the morning if my nose is stuffed up.  If I'm out working in the yard, mowing grass or raking leaves, I will need a second capsule.  Occasionally, if I'm out and the cigarette smoke gets to me, I'll take a capsule and it helps me to breathe.  Since I had sinus surgery, I don't use it as much, but it still helps when I need it. "
93,Semprex-D Oral,1/15/2012,65-74,Female,10 years or more,Patient,Non,5.0,5,5,5,I have used Semprex-D for years to control allergy symptoms from one or two pills a day to four depending upon my symptoms. I believe it has helped me stay healthier by relieving these minor symptoms that may be precursors to infection. 
94,Semprex-D Oral,1/11/2012,65-74,Female,10 years or more,Patient,Non,5.0,5,5,5,"Semprex-D has become too expensive for me, even with a Medicare Part D mail order, 90 day Rx. So, I am holding my breath until it becomes generic.  Will this happen and how long?"
95,Semprex-D Oral,12/30/2011,45-54,Female,less than 1 month,Patient,Seasonal Runny Nose,3.3,3,4,3,This med helped with my sinus issues but made me very dizzy and some what nausous. 
96,Semprex-D Oral,12/28/2010,65-74,Female,2 to less than 5 years,Patient,Allergic Conjunctivitis,5.0,5,5,5,
97,Semprex-D Oral,11/11/2009,55-64,Male,10 years or more,Patient,Allergic Conjunctivitis,5.0,5,5,5,my major problem is fluid buildup in my ears and sempea d was the best but i can't afford it now. i was told ihat clemastine fumarate along with sudafed will come close. is that true?
98,Semprex-D Oral,6/5/2009,25-34,Female,10 years or more,Patient,Inflammation of the Nose due to an Allergy,5.0,5,5,5,Claritin and Alegra never worked for me.  I became immune to Zertec.  I have been on Semprex D for several years and it still works the most effective and the best that I have found!
99,Semprex-D Oral,12/7/2007,65-74,Female,,Patient,Stuffy Nose,5.0,5,5,5,"Nonseasonal allergies. Headache & sinus pressure go away - sometimes replaced by a runny nose, but it's better than the headache."
100,Semprex-D Oral,12/3/2007,45-54,Female,10 years or more,Patient,Inflammation of the Nose due to an Allergy,5.0,5,5,5,"I have been taking this everyday for the past ten years and it is great!!  If I forget to take it, I have severe attacks of sneezing and a runny nose.  It is great!!!!!!!!!"
101,Sinus Tablet Oral,2/21/2016,19-24,Male,less than 1 month,Patient,Sinus Headache,1.0,1,1,1,
102,Sinutab Oral,12/10/2023,55-64,Female,less than 1 month,Patient,Other,5.0,5,5,5,"I had COVID and my nose was blocked ever since. I was having headache, shortness of breath and low energy"
103,Sinutab Oral,2/9/2017,25-34,Female,less than 1 month,Patient,Flu,5.0,5,5,5,
104,Sinutab Oral,2/9/2017,19-24,Female,less than 1 month,Patient,Runny Nose,5.0,5,5,5,
105,Sinutab Oral,1/10/2014,45-54,Female,less than 1 month,Patient,Flu,5.0,5,5,5,
106,Sinutab Oral,9/8/2012,,Male,10 years or more,Patient,Inflammation of the Nose due to an Allergy,5.0,5,5,5,
107,Drixoral Oral,12/15/2022,,,,,Cold Symptoms,1.0,1,1,1,"After the 3rd application, I had exactly the same congestion.  Did nothing against a full blockage.  Used a different product to open the air ways then applied, after less than 2 minutes, full blockage was back.  Product was 100% useless and ran all over the place."
108,Drixoral Oral,8/12/2012,55-64,Male,10 years or more,Patient,Non,5.0,5,5,5,"The only thing that works on my non-allergic rhinitis, although urination becomes more difficult for me but the sensation is there. I bought it from a Canadian pharmacy in the last few years but they don't carry it either any more."
109,Drixoral Oral,11/15/2011,,Male,less than 1 month,Patient,Stuffy Nose,3.3,4,3,3,
110,Drixoral Oral,10/3/2011,65-74,Female,5 to less than 10 years,Patient,Allergic Conjunctivitis,5.0,5,5,5,This is the only medication that has worked for me without any side effects.  It now can be found in Canada.
111,Drixoral Oral,3/25/2011,55-64,Male,10 years or more,Patient,Cold Symptoms,5.0,5,5,5,"great decongestant, dries up my sinuses quickly and for at least 12 hrs"
112,Drixoral Oral,9/24/2010,65-74,,,Caregiver,Seasonal Runny Nose,5.0,5,5,5,we need to know if it is sold under another name
113,Drixoral Oral,8/20/2010,35-44,Female,10 years or more,Patient,Other,5.0,5,5,5,"I used this for over 15 years, and need it right now!  It used to be at SavOns, but no longer.  Looked at CVS and Walgreens, but was told it is no longer made!  Why!  It was great for 12 hours!  Now my nose ran all day!  Very unprofessional, and tried 4 other suggested items.  Nothing works!"
114,Drixoral Oral,10/12/2009,55-64,Female,2 to less than 5 years,Patient,Seasonal Runny Nose,5.0,5,5,5,Excellent for my sinus problems. I hate that they took it off the market.
115,Drixoral Oral,4/7/2009,45-54,Male,,,Other,5.0,5,5,5,I have taken this medication for several years and the results have been fantastic.  It cleared up my symptoms quickly.  I have had the same response from WalMart when i went to purchase it & was told they no longer carry the medication & that it was no longer made.  Are there any other places where i can get this medication?
116,Drixoral Oral,9/2/2008,55-64,Female,5 to less than 10 years,Patient,Inflammation of the Nose due to an Allergy,5.0,5,5,5,I have used Drixoral for several years for my fall allergies.  I always got it at Wal-Mart.  This week I was informed by a Wal-Mart employee that the company stopped making Drixoral as they no longer carried it.  I was very upset and have not had a chance to look for it elsewhere as yet.
