,drug_name,date,age,gender,time_on_drug,reviewer_type,condition,rating_overall,rating_effectiveness,rating_ease_of_use,rating_satisfaction,text
39,Humalog U-100 Insulin Subcutaneous,6/16/2010,25-34,Female,6 months to less than 1 year,Patient,Type 1 Diabetes Mellitus,4.3,5,5,3,It works too fast at times like another person said before and sometimes i'm then treating a low!! but overall if taken at the right time it works awesome!!
40,Novolin 70/30 U-100 Insulin Subcutaneous,9/13/2012,55-64,Female,6 months to less than 1 year,Patient,High Blood Sugar,5.0,5,5,5,I have been using this fex pen for over 6 months now with great results. My A1C has been below 6.5 for the past two Doctors visit. I'm very pleased with product!
41,Novolin 70/30 U-100 Insulin Subcutaneous,12/10/2011,55-64,Female,1 to 6 months,Patient,Type 2 Diabetes Mellitus,5.0,5,5,5,"This is the best insulin I have ever used.  It makes my system seem balanced and one major side effect I have noticed is it seems to control my hunger.  I used to have a ravenous appetite, always picking also.  In the 2 months of use I have lost 5 lbs and I am not dieting.  It seems I only have half the hunger I used to have.  Maybe this is not a side effect but I know I did not experience this with the Levemir I was using."
42,Novolin 70/30 U-100 Insulin Subcutaneous,1/26/2011,45-54,Male,1 to 6 months,Patient,Diabetes,4.7,5,4,5,this medication has been the best of all diabetes meds i used in 5 yrs..
43,Novolin 70/30 U-100 Insulin Subcutaneous,2/28/2010,55-64,Male,less than 1 month,Patient,Diabetes,3.7,3,5,3,I'm having side effects from it.  I have contacted Dr.
44,Novolin 70/30 U-100 Insulin Subcutaneous,11/24/2009,45-54,Female,6 months to less than 1 year,Patient,Type 2 Diabetes Mellitus,3.7,5,5,1,severe weight gain and bloating
45,Novolin 70/30 U-100 Insulin Subcutaneous,5/2/2009,55-64,Female,1 to 6 months,Patient,Diabetes,4.3,4,4,5,was very good for mr helped to lower my sugar levels
46,Novolin 70/30 U-100 Insulin Subcutaneous,12/30/2008,35-44,Male,2 to less than 5 years,Patient,Diabetes,5.0,5,5,5,"I'VE BEEN ON NOVDIN 70/30 FOR 2 YEARS NOW, IT HAS WORKED GREAT! "
47,Novolin N (Semi-Synthetic) Subcutaneous,10/29/2013,35-44,Female,less than 1 month,Patient,Diabetes,3.3,3,4,3,
48,Novolin N (Semi-Synthetic) Subcutaneous,6/9/2010,55-64,Male,1 to less than 2 years,Patient,Other,4.3,5,5,3,wt gain
49,Novolin N (Semi-Synthetic) Subcutaneous,3/31/2009,55-64,Male,1 to 6 months,Patient,Diabetes,2.7,2,4,2,I tend to be up and down with this
50,Novolin N (Semi-Synthetic) Subcutaneous,9/28/2008,55-64,Male,less than 1 month,Patient,Type 2 Diabetes Mellitus,1.7,1,3,1,does not bring sugar level down
51,Novolin N (Semi-Synthetic) Subcutaneous,5/12/2008,35-44,Female,less than 1 month,Patient,Diabetes,5.0,5,5,5,
52,Novolin R Regular U-100 Insulin Injection,4/9/2018,45-54,Male,1 to 6 months,Patient,High Blood Sugar,3.0,4,4,1,I have gained 40 pounds in 1-1/2 months since I started taking this insulin. 
53,Novolin R Regular U-100 Insulin Injection,9/10/2012,45-54,Male,2 to less than 5 years,Caregiver,Diabetes,1.3,2,1,1,"Lows come on so fast, the patient thinks they had a black out for god's sake."
54,Novolin R Regular U-100 Insulin Injection,2/3/2012,45-54,Male,less than 1 month,Patient,High Blood Sugar,5.0,5,5,5,"this medication works fine for me, tho I do have to watch what I eat so my blood sugar level doesn't drop too much."
55,Novolin R Regular U-100 Insulin Injection,10/7/2011,25-34,Male,6 months to less than 1 year,Patient,Diabetes Mellitus with Severe Insulin Resistance,5.0,5,5,5,I take this stuff every day and it has done a great job at helping to control my sugar
56,Novolin R Regular U-100 Insulin Injection,7/10/2011,45-54,Male,2 to less than 5 years,Patient,Diabetes,3.0,3,3,3,"I have to take massive doses to get my sugar below 250. I'm talking 100 units of Novolin ""N"" at night with some Novolin ""R"" mixed in (40-80 units) and 100 units ""N"" in the morning with ""R"" along with a miday injection of ""R"" anywhere of 30-100 units.The doctor has me on a sliding scale but the puny 3-18 units didn't cut it.What else can i do to get it blood sugar lower but by using more?A1C was 140 last visit.When i used what the doctor told be it stayed in the 400-500 range!I've gained weight since on insulin about 3 years ago up from 280 to 304.I can't exercise because of lower back pain.Read More Read Less  "
57,Novolin R Regular U-100 Insulin Injection,11/12/2010,55-64,Male,less than 1 month,Patient,Diabetes,4.0,4,4,4,Weight 
58,Novolin R Regular U-100 Insulin Injection,7/1/2010,55-64,Female,10 years or more,Patient,High Blood Sugar,3.3,3,4,3,BEEN DIABETIC FOR 20 YRS..USE TO TAKE HUMILIN...INSULIN GOT VERY EXPENSIVE.INSULIN IS NOT GENERIC..MY INS CO NOT COVER IT..AETNA. NOW I USE NOVOLIN..CHEAPER. I WOULD LIKE TO USE HUMILIN BUT $20.00 MORE THAN NOVOLIN.ANY SUGGESTIONS
59,Novolin R Regular U-100 Insulin Injection,2/25/2010,65-74,Male,1 to 6 months,Patient,Type 2 Diabetes Mellitus,3.7,4,4,3,I have been on insulin over 35 years I have found this one to be pretty good. You do have to learn to use it. Smaller amounts work for me. After a meal.
60,Novolin R Regular U-100 Insulin Injection,11/22/2009,45-54,Female,less than 1 month,Patient,Diabetes,2.3,2,4,1,BLOOD SUGAR ARE HIGH IN 300 RANGE
61,Novolin R Regular U-100 Insulin Injection,6/25/2009,55-64,Male,10 years or more,Patient,Diabetic Ketoacidosis,2.3,2,2,3,
62,Novolin R Regular U-100 Insulin Injection,6/17/2009,45-54,Female,less than 1 month,Patient,Test Performed to Diagnose Growth Hormone Problems,4.0,4,4,4,
63,Novolin R Regular U-100 Insulin Injection,3/12/2009,35-44,Male,less than 1 month,Patient,Diabetes,1.0,1,1,1,Blood sugars drop very low not able to balance out for the time of day.tried to lower dosage  7 still dropping blood sugars.  
64,Novolin R Regular U-100 Insulin Injection,10/16/2008,55-64,Male,1 to less than 2 years,Patient,Diabetes,1.0,1,1,1,I get huge lumps on my belly from using Novolin Insulin. I first thought it was the alcohol swabs but then I started not using the swabs and I got the same reaction. It doesn't seem to help my numbers any also. I have tried injections in my belly and my thighs and get the same unimpressive results. I do not care for this insulin at all. It is the first insulin Ihave tried.
65,Novolin R Regular U-100 Insulin Injection,8/24/2008,45-54,Male,1 to 6 months,Patient,High Blood Sugar,2.0,2,2,2,
66,Novolin R Regular U-100 Insulin Injection,10/6/2007,55-64,Male,less than 1 month,Patient,High Blood Sugar,4.3,4,5,4,I have high blood sugar level. thant is 350-603!!!i KNOW THAT IS TOO HIGH!
67,Humulin 50/50 Subcutaneous,10/16/2008,55-64,Male,2 to less than 5 years,Patient,Type 2 Diabetes Mellitus,5.0,5,5,5,"this is an old type of Insulin and most hospitals don't carry it, so, if you go to the hospital, you have to use your own supply - they won't have it for you.   But, does it work? yes and very well with very good results. I was on this by my own request for 2 years and had a 110 mg/dl average consistent! Then something happened in my body and I had to raise up from the 50 units I had taken for over 2 years. I went slowly up to 94 units. There is where I stopped because for the first time in my Diabetic life, I found out what R can do and it scared me. I dropped fast! That 47 units of Humulin R in the 50/50 mix dropped me low quick and I didn't like that! So, I asked the doctor if I could go to N and R (vial of each) and that way go up a bit more with the N and go lower with the R and that has worked (for me). 50N/44R and I have to take Avandia 8mg. Yeah yeah, I know about the scare, but Avandia is the ONLY thing that works for me. Actos - ha ha what a joke! Same with Januvia (for me)  Read More Read Less  "
68,Lantus Solostar U-100 Insulin Subcutaneous,5/21/2023,25-34,Female,1 to 6 months,Patient,Type 1 Diabetes Mellitus,2.0,3,1,2,"I hate this pen! I had to switch because of insurance. It’s so painful everytime because the pen extends so far up I have to push it and hold it for longer, I get lumps under my skin sometimes, sometimes it feels like it’s jamming and I have to push harder and it burns, I even started skipping doses to avoid using it. If you can abide what insulin you can use don’t use this!"
69,Lantus Solostar U-100 Insulin Subcutaneous,2/18/2023,55-64,Female,10 years or more,Patient,Type 1 Diabetes Mellitus,1.3,2,1,1,"The caps fall off continuously, sometimes in my purse or on the floor. Make caps that snap on, Ozempic pens have that feature. 
Lots of waste at the end of the pen. Going back to syringes "
70,Lantus Solostar U-100 Insulin Subcutaneous,10/6/2022,,Female,2 to less than 5 years,Patient,Type 2 Diabetes Mellitus,5.0,5,5,5,Great experience with this medication. Lantus Pen is easy to use. I change the needle daily to ensure sanitation and the needle  head is always clear.  My Type 2 diabetes is well under control.  I have been using the pen for 2 years.  
71,Lantus Solostar U-100 Insulin Subcutaneous,4/13/2018,55-64,,2 to less than 5 years,Patient,Diabetes,3.7,4,4,3,Forced to use this brand by insurance company.  Previous insulin pen was a more quality brand and the pen was mechanically better.  I sometimes have to fight with the pen's plunger as it tends to jam up.  I have to pull it out and reinsert several times.
72,Lantus Solostar U-100 Insulin Subcutaneous,4/6/2018,65-74,,5 to less than 10 years,Patient,Diabetes,2.0,2,2,2,If you use Medicare you are one of us being extorted by this company.  I want a long acting insulin on the market NOW to compete with these Extortionists. Price fixing used to be illegal. What happened?  Where is competition?
73,Lantus Solostar U-100 Insulin Subcutaneous,1/26/2018,35-44,Male,1 to 6 months,Patient,Type 1 Diabetes Mellitus,1.0,1,1,1,It's agony taking Lantus.  Seems to have no effect.  Going to speak with the doctor about using something else.  
74,Lantus Solostar U-100 Insulin Subcutaneous,12/16/2017,55-64,Male,less than 1 month,Patient,Diabetes,2.3,1,5,1,"After taking Lantus this morning for my first time sent me to the emergency room. I developed swollen throat, itching and heavy breathing. I spent 3 hours in the emergency room and they instructed me to stop this medication right away. "
75,Lantus Solostar U-100 Insulin Subcutaneous,7/6/2017,55-64,Female,less than 1 month,Patient,Type 2 Diabetes Mellitus,2.0,4,1,1,Switched to Lantus Solostar pen from Toujeo.  Lantus hurts and is hard to administer.  Only on second day but not sure I can continue because of the pain.  Toujeo was painless.
76,Lantus Solostar U-100 Insulin Subcutaneous,9/29/2016,55-64,Female,1 to 6 months,Patient,Type 2 Diabetes Mellitus,2.3,1,5,1,My blood sugar levels have rarely dropped and my a1c is 9
77,Lantus Solostar U-100 Insulin Subcutaneous,3/17/2016,65-74,Female,1 to less than 2 years,Patient,Type 2 Diabetes Mellitus,1.7,1,3,1,"I have been on Lantus for a year. I have gained 30pds. I hate it, its not getting my sugar down. I have tried everything. I am going to ask my doctor for another medicine called Prandin, I have heard great things about it. Hope it works for me. My A1C is 7.2 before I started this, it was 4.7. Does not work for me."
78,Lantus Solostar U-100 Insulin Subcutaneous,3/18/2015,65-74,Female,1 to less than 2 years,Patient,Type 2 Diabetes Mellitus,2.7,4,2,2,"Solostar pen is only for the young, big handed and strong.  Delivery sysrem is difficult and results in ""adjustments"" while the needle is in to get a better grip.  Lantus itself is excellent, but looking into other options ."
79,Lantus Solostar U-100 Insulin Subcutaneous,1/25/2015,45-54,Male,1 to less than 2 years,Patient,Type 2 Diabetes Mellitus,5.0,5,5,5,"I have been taking Lantus Solostar for over a year now and I am very pleased with it. I had been taking 90 units a night, but added another drug and now only need 60 units a night. My last A1C was a 5.6, morning sugars are around 100. Finally feel in control, now if I could lose some weight ..."
